provider,hasView,object
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/428/npc/428-npc-1890.wmv         '}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/428/npc/428-npc-4285.wmv         '}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/428/npc/428-npc-2665.wmv         '}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/428/npc/428-npc-3408.wmv         '}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/428/npc/428-npc-4694.wmv         '}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/428/npc/428-npc-15650.wmv        '}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/342/usaf/342-USAF-23711.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/026/26-679.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/342/usaf/342-USAF-21795.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/30464.wmv'}, {'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/31935.wmv'}, {'@id': 'http://www.amazon.com/gp/product/B000UWL2MI'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/026/26-809.wmv'}]",
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/342/usaf/342-USAF-26621.wmv'}]",
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/342/usaf/342-USAF-33934B.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/mp4', '@id': 'http://media.nara.gov/presidential-libraries/clinton/videos/MT12267_22NOV2000_6850721.mp4'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/mp4', '@id': 'http://media.nara.gov/presidential-libraries/clinton/videos/MT10693_25OCT1999_6850860.mp4'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/mp4', '@id': 'http://media.nara.gov/presidential-libraries/clinton/videos/MT11661-MT11662_20JUN2000_6850839.mp4'}]",
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/342/usaf/342-USAF-37675A.wmv'}]",
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/nara,"[{'format': 'video/mp4', '@id': 'http://media.nara.gov/presidential-libraries/clinton/594557/6037153_790.m4v'}]",
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/nara,"[{'format': 'video/mp4', '@id': 'http://media.nara.gov/presidential-libraries/bushgw/WHCA-V/01152009-Farewell-Address-to-the-Nation.mp4'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/mp4', '@id': 'http://media.nara.gov/presidential-libraries/bushgw/WHTV/03192003-Address-to-the-Nation-on-Iraq-Use-of-Force.mp4'}]",
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/nara,"[{'format': 'video/mp4', '@id': 'http://media.nara.gov/presidential-libraries/clinton/594557/6116591_MT00530-MT00531_30APR1993.mp4'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/mp4', '@id': 'http://media.nara.gov/presidential-libraries/clinton/594557/6116589_MT00471-MT00472_21APR1993.mp4'}]",
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-6009.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-5883.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-6143.wmv         '}]",
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/34402.wmv'}, {'@id': 'http://www.amazon.com/dp/B001S2Q544'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-7070.wmv '}]",
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-6334.wmv '}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/30294.wmv'}, {'@id': 'http://www.amazon.com/dp/B000VSP4I4'}, {'@id': 'http://archives.gov/social-media/transcripts/transcript-universal-newsreel-vol30-rel45-2049816.pdf'}, {'@id': 'http://www.youtube.com/watch?v=hFT1ZBIDALg'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-6537.wmv '}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/34418.wmv'}, {'@id': 'http://www.amazon.com/dp/B001S2Q594'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/30328.wmv'}, {'@id': 'http://www.amazon.com/dp/B000W4RO0S'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-7176.wmv '}]",
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/30289.wmv'}, {'@id': 'http://www.amazon.com/dp/B000YDQJKS'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-adc-6491.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/30318.wmv'}, {'@id': 'http://www.amazon.com/dp/B000X9LR3M'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-6486.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/30339.wmv'}, {'@id': 'http://www.amazon.com/dp/B000X9K0GW'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-7056.wmv '}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/200/un/200_UN_35_53.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-6993.wmv '}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-6162.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/200/un/200_UN_36_96.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/34416.wmv'}, {'@id': 'http://www.amazon.com/dp/B001S2Q58K'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/34409.wmv'}, {'@id': 'http://www.amazon.com/dp/B001S2Q56M'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-adc-7171.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-6883.wmv '}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/30332.wmv'}, {'@id': 'http://www.amazon.com/dp/B000X9K0FS'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/34424.wmv'}, {'@id': 'http://www.amazon.com/dp/B001S2Q5AS'}]",
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/30300.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/30320.wmv'}, {'@id': 'http://www.amazon.com/dp/B000W4O0UA'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/200/un/200_UN_35_60.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/200/un/200_UN_34_8.wmv'}, {'@id': 'http://www.amazon.com/dp/B001S2Q57Q'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/34411.wmv'}, {'@id': 'http://www.amazon.com/dp/B001S2Q576'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/30303.wmv'}, {'@id': 'http://www.amazon.com/dp/B000Z3PYAS'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/30293.wmv'}, {'@id': 'http://www.amazon.com/dp/B000VSP4FM'}]",
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/cb/111-CB-64R1-2.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-7853.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/cb/111-cb-105.wmv           '}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-8431.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-10039.wmv'}]",
http://dp.la/api/contributor/washington,,
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/cb/111-CB-112R1-2.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-8679.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/cb/111-cb-23.wmv            '}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-10380.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/33290.wmv'}, {'@id': 'http://www.amazon.com/dp/B0012F4QFC'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-10373.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/016/p/16-P-6374.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-8186.wmv '}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-8648.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-9809.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-10526.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-10005.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-10127.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-8055.wmv '}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/adc/111-ADC-9905.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/111/cb/111-CB-48R1-3.wmv'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/30742.wmv'}, {'@id': 'http://www.amazon.com/dp/B000UWNIJ8'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/41141.wmv'}, {'@id': 'http://www.amazon.com/dp/B001GPOTZU'}]",
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=578
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=446
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=612
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=496
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=484
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=477
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=441
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=403
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=547
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=535
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=352
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=516
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=410
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=408
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=465
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=422
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=307
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=453
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=434
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=390
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=388
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=345
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=314
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=460
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=357
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=439
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=371
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=369
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/31818.wmv'}, {'@id': 'http://www.amazon.com/gp/product/B000YDQJP8'}]",
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=326
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=302
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=338
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=383
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=364
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=321
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=624
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=617
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=592
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=600
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=559
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=580
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=573
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=542
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=629
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=561
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=597
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=530
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=504
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=528
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=585
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=566
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=491
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=489
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=472
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=427
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=395
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=376
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=333
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/41655.wmv'}, {'@id': 'http://www.amazon.com/dp/B001H9MLLE'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/cs/001/30822.wmv'}, {'@id': 'http://www.amazon.com/dp/B000UWR63W'}]",
http://dp.la/api/contributor/nara,"[{'format': 'video/x-ms-wmv', '@id': 'http://media.nara.gov/mopix/018/cs/18-CS-4551.wmv           '}]",
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=225
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=220
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=20
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=181
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=100
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=193
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=186
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=179
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=167
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=162
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=174
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=136
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=131
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=129
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=124
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=51
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=49
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=256
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=244
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=213
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=201
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=82
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=44
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=75
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=70
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=68
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=63
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=251
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=249
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=37
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=32
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=299
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=218
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=294
http://dp.la/api/contributor/indiana,,http://libx.bsu.edu/cgi-bin/thumbnail.exe?CISOROOT=/newslink&CISOPTR=287
